单间 | 下关五塘白云雅居 3室1厅 主卧 精装修 可办居住证,白云雅居,1000,http://short.58.com/zd_p/492c54a8-9087-442b-abf0-9c94f08a3044/?target=oc-16-xgk_ephv_83127963920432q-feykn&end=end
单间 | 建邺奥体莲花新城南苑地铁2号线S3号线精装修南向可月,莲花新城南苑,700,http://nj.58.com/hezu/32644776266674x.shtml
单间 | 大桥南路8号3巷 3室1厅1卫 男女不限,挹江门,750,http://nj.58.com/hezu/32655354978483x.shtml
单间 | 个人出租托乐嘉花园小区合租单间翠屏山地铁旁,托乐嘉花园,1200,http://nj.58.com/hezu/32491331000888x.shtml
单间 | 个人出租南方花园合租单间双龙大道旁边,南方花园(西区),1200,http://nj.58.com/hezu/32467283702959x.shtml
整租 | 春江新城新河苑 3室1厅1卫,春江新城新河苑,2800,http://nj.58.com/zufang/32568038096170x.shtml
整租 | 中商万豪 1室1厅1卫,中商万豪,3300,http://nj.58.com/zufang/32533463901626x.shtml
单间 | 新街口 中华门 地铁口 军区房,雨花新村,600,http://nj.58.com/hezu/32181186007619x.shtml
单间 | 个人出租翠屏山旁翠屏国际城合租单间精装修无中介,翠屏国际城银杏苑,1000,http://nj.58.com/hezu/32436168459326x.shtml
单间 | 汇景和园 2室1厅1卫 男女不限,红花,700,http://nj.58.com/hezu/32521552269099x.shtml
整租 | 晨光公寓 1室1厅1卫,晨光公寓,1400,http://nj.58.com/zufang/32500189750733x.shtml
单间 | 雨花台科创城韩府新苑紧邻苏果超市真实照片精装修主卧带,韩府新苑,750,http://nj.58.com/hezu/32644847829701x.shtml
单间 | 新街口 中华门 地铁口 军区房,雨花西路100号小区,900,http://nj.58.com/hezu/32181342401728x.shtml
单间 | 鼓楼江东清江西苑 可短租,清江西苑,1150,http://nj.58.com/hezu/32655422808130x.shtml
单间 | 雨花台安德门银杏山庄 4室1厅 次卧 朝南 精装修,银杏山庄,900,http://nj.58.com/hezu/32644864042038x.shtml
单间 | 桥北 明发一期 主卧次卧500-800元,明发滨江新城一期,500,http://nj.58.com/hezu/32334793789753x.shtml
单间 | 雨花台铁心桥春江花园 4室1厅 次卧 朝南 精装修,春江花园,900,http://nj.58.com/hezu/32644899797178x.shtml
单间 | 个人急租 东大九龙湖地铁站龙湖文馨苑 精装单间出租,龙湖文馨苑,1200,http://nj.58.com/hezu/32478193537842x.shtml
单间 | 江畔明珠广场 3室1厅2卫 男女不限,泰山,580,http://nj.58.com/hezu/32270617374401x.shtml
单间 | 三山街地铁 夫子庙 水游城 皇册家园 精装修 有阳台,皇册家园,1200,http://nj.58.com/hezu/32634004151599x.shtml
单间 | 个人出租翠屏诚园小区合租单间精装修无,翠屏诚园,1000,http://nj.58.com/hezu/32445053236149x.shtml
单间 | 个人出租武夷绿洲小区合租单间精装修无,武夷绿洲观竹苑,1200,http://nj.58.com/hezu/32445075401399x.shtml
单间 | 龙江地铁口 新城市广场 省妇幼保健院 辰龙光城,江东,1300,http://nj.58.com/hezu/32621842798148x.shtml
单间 | 滨江花园 4室1厅1卫单间出租 男女不限,滨江花园,900,http://nj.58.com/hezu/32345869424578x.shtml
单间 | 审计大学D7雨山路地铁站旁北江豪庭精装带独卫拎包入住,群盛北江豪庭,900,http://nj.58.com/hezu/32636414136875x.shtml
单间 | 个人出租托乐嘉花园小区合租单间翠屏山地铁旁,托乐嘉花园,1200,http://nj.58.com/hezu/32491331000888x.shtml
单间 | 个人出租南方花园合租单间双龙大道旁边,南方花园(西区),1200,http://nj.58.com/hezu/32467283702959x.shtml
单间 | 雨花台铁心桥春江花园地铁S3号线铁心桥站楚翘城软件大,春江花园,900,http://nj.58.com/hezu/32644823691848x.shtml
单间 | 上海路4号小 3室1厅 次卧 朝南 精装修,华侨路,950,http://nj.58.com/hezu/32135349963191x.shtml
单间 | 建邺奥体 莲花新城南苑 次卧 精装修家电齐全 油坊桥,莲花新城南苑,800,http://nj.58.com/hezu/32157720876982x.shtml
单间 | 个人出租翠屏山旁托乐嘉小区合租单间精装修无中介,托乐嘉花园,1200,http://nj.58.com/hezu/32436229568824x.shtml
单间 | 个人出租 胜太西路 百家湖花园米兰城 出租次卧 精装,百家湖花园米兰城,650,http://nj.58.com/hezu/32655426249389x.shtml
整租 | 仙林悦城 2室1厅1卫,仙林悦城,1500,http://nj.58.com/zufang/32404198517299x.shtml
单间 | 新街口 中华门 地铁口 军区房,雨花新村,600,http://nj.58.com/hezu/32181186007619x.shtml
单间 | 江宁区岔路口名佳嘉园 5室2厅 次卧 朝南北 中等装,岔路口,600,http://nj.58.com/hezu/31895410762155x.shtml
整租 | 晨光公寓 1室1厅1卫,晨光公寓,1400,http://nj.58.com/zufang/32500189750733x.shtml
单间 | 新街口 中华门 地铁口 军区房,雨花西路100号小区,900,http://nj.58.com/hezu/32181342401728x.shtml
单间 | 鼓楼江东清江西苑 可短租,清江西苑,1150,http://nj.58.com/hezu/32655422808130x.shtml
整租 | 春江新城南区 4室1厅1卫,春江新城南区,3999,http://nj.58.com/zufang/32478487246255x.shtml
单间 | 个人出租 雨花区铁心桥 凤翔山庄五区 主卧朝南精装修,凤翔山庄五区,1200,http://nj.58.com/hezu/32091615274807x.shtml
单间 | 个人出租南方花园合租主卧朝南双龙大道旁,南方花园(东区),1200,http://nj.58.com/hezu/32401271253178x.shtml
单间 | 江畔明珠广场 3室1厅2卫 男女不限,泰山,580,http://nj.58.com/hezu/32270617374401x.shtml
单间 | 个人出租胜利新村小区合租单间精装修胜太路,胜利新村,1200,http://nj.58.com/hezu/32422976747845x.shtml
单间 | 地铁明发三期次卧500元 可短租 长租！,明发滨江新城三期,500,http://nj.58.com/hezu/32359131661494x.shtml
单间 | 新街口 苏宁生活广场 沃尔玛 对面 国美电器后面,抄纸巷3号小区,1200,http://nj.58.com/hezu/31704016482251x.shtml
单间 | 三山街地铁 夫子庙 水游城 皇册家园 精装修 有阳台,皇册家园,1200,http://nj.58.com/hezu/32634004151599x.shtml
单间 | 审计大学D7雨山路地铁站旁北江豪庭精装带独卫拎包入住,群盛北江豪庭,900,http://nj.58.com/hezu/32636414136875x.shtml
单间 | 雨花台西善桥东升裕园地铁S3贾西站可月付可办居住证带,东升裕园,800,http://nj.58.com/hezu/32644870404651x.shtml
整租 | 中商万豪 1室1厅1卫,中商万豪,3350,http://nj.58.com/zufang/32522201132342x.shtml
单间 | 阳光之旅 4室1厅2卫 男女不限,阳光之旅,700,http://nj.58.com/hezu/32224965717419x.shtml
单间 | 莲花新城嘉园 主卧 朝南 精装修 油坊桥地铁口 可月,莲花新城嘉园,1100,http://nj.58.com/hezu/31640885281080x.shtml
单间 | 雨花台铁心桥莱蒙水榭阳光 1室1厅 次卧 朝南 精装,莱蒙水榭阳光,700,http://nj.58.com/hezu/32644902688434x.shtml
单间 | 个人出租竹山路地铁口谭桥北园精装可月付,潭桥公寓北园,700,http://nj.58.com/hezu/32467183878441x.shtml
单间 | 亚泰山语湖 1室1厅1卫 男女不限,亚泰山语湖,1400,http://nj.58.com/hezu/32604607151170x.shtml
单间 | 房东直租竹山华庭单间带独卫阳台家具家电齐全,竹山华庭,700,http://nj.58.com/hezu/30221959537844x.shtml
单间 | 个人出租21世纪假日花园小区合租单间精装修月付,21世纪假日花园,1200,http://nj.58.com/hezu/32422884462917x.shtml
单间 | 河定桥旁水月秦淮天琴湾花园小区合租单间,天琴湾花园,1200,http://nj.58.com/hezu/32412134144958x.shtml
单间 | 胜太路地铁站 胜利新寓 可办大学生补贴 居住证 合租,胜利新寓,1100,http://nj.58.com/hezu/32180729095604x.shtml
单间 | 建邺奥体莲花新城北苑地铁S3号线2号线天迈广场可办住,莲花新城北苑,900,http://nj.58.com/hezu/32644928497613x.shtml
单间 | 胜太西路旁湖滨世纪花园合租单间精装修无月付,湖滨世纪花园春水苑,1200,http://nj.58.com/hezu/32434357962687x.shtml
整租 | 江宁奥斯博恩别墅 3室2厅3卫,开发区,3000,http://nj.58.com/zufang/25532585422277x.shtml
整租 | 春江新城南区 4室1厅1卫,春江新城南区,3999,http://nj.58.com/zufang/32478487246255x.shtml
单间 | 个人出租 雨花区铁心桥 凤翔山庄五区 主卧朝南精装修,凤翔山庄五区,1200,http://nj.58.com/hezu/32091615274807x.shtml
单间 | 竹山路旁边万欣花园合租单间个人房源出租,万欣花园,1300,http://nj.58.com/hezu/32401171903951x.shtml
单间 | 个人出租南方花园合租主卧朝南双龙大道旁,南方花园(东区),1200,http://nj.58.com/hezu/32401271253178x.shtml
单间 | 新街口 集庆门 地铁口 全女生 有公共阳台,茶南,1000,http://nj.58.com/hezu/31737162880839x.shtml
单间 | 地铁明发三期次卧500元 可短租 长租！,明发滨江新城三期,500,http://nj.58.com/hezu/32359131661494x.shtml
单间 | 新街口 苏宁生活广场 沃尔玛 对面 国美电器后面,抄纸巷3号小区,1200,http://nj.58.com/hezu/31704016482251x.shtml
单间 | 油坊桥地铁口 七彩星城 次卧 精装修 家电齐全 西善,七彩星城国学府,800,http://nj.58.com/hezu/31936361820734x.shtml
单间 | 新街口 集庆门 地铁口 河西万达对面 公共阳台,白鹭花园,1000,http://nj.58.com/hezu/31672528810165x.shtml
整租 | 中商万豪 1室1厅1卫,中商万豪,3350,http://nj.58.com/zufang/32522201132342x.shtml
单间 | 雨花台铁心桥莱蒙水榭阳光 1室1厅 次卧 朝南 精装,莱蒙水榭阳光,700,http://nj.58.com/hezu/32644902688434x.shtml
单间 | 个人出租竹山路地铁口谭桥北园精装可月付,潭桥公寓北园,700,http://nj.58.com/hezu/32467183878441x.shtml
单间 | 恒大绿洲小区合租单间精装修个人出租诚信大道旁,恒大绿洲,1200,http://nj.58.com/hezu/32401140938575x.shtml
整租 | 将军坊6幢 3室1厅1卫,铁心桥,3000,http://nj.58.com/zufang/32510912731079x.shtml
单间 | 房东直租竹山华庭单间带独卫阳台家具家电齐全,竹山华庭,700,http://nj.58.com/hezu/30221959537844x.shtml
单间 | 个人出租21世纪假日花园小区合租单间精装修月付,21世纪假日花园,1200,http://nj.58.com/hezu/32422884462917x.shtml
单间 | 河定桥旁水月秦淮天琴湾花园小区合租单间,天琴湾花园,1200,http://nj.58.com/hezu/32412134144958x.shtml
单间 | 个人出租骆村新寓合租单间精装修无,骆村新寓,1100,http://nj.58.com/hezu/32401228995014x.shtml
单间 | 建邺奥体莲花新城北苑地铁S3号线2号线天迈广场可办住,莲花新城北苑,900,http://nj.58.com/hezu/32644928497613x.shtml
单间 | 工业大学金盛田广场50米阅景龙华大三房出租拎包入住,国信阅景龙华,800,http://nj.58.com/hezu/32645767210703x.shtml
单间 | 锦绣花园 4室1厅2卫 男女不限,麒麟门,550,http://nj.58.com/hezu/32632634723150x.shtml
单间 | 江宁万达旁玉堂花园小区合租单间无个人,玉堂花园,1200,http://nj.58.com/hezu/32401204144712x.shtml
单间 | 迈皋桥地铁口 北苑二村 朝北大房间 设施齐全 拎包入,北苑二村,750,http://nj.58.com/hezu/31641844715196x.shtml
单间 | 浦口江浦明发新城中心 3室2厅 次卧 朝南 精装修,明发新城中心,900,http://nj.58.com/hezu/32580751848782x.shtml
单间 | 个人出租 可短租 江宁秣陵恒大绿洲 殷巷 诚信大道,恒大绿洲,1000,http://nj.58.com/hezu/32456198325697x.shtml
单间 | 新街口 云锦路 地铁口 主卧带阳台 万达对面 金鹰后,明园社区,1300,http://nj.58.com/hezu/31704099595850x.shtml
整租 | 天祥家园 2室2厅1卫,天祥家园,2200,http://nj.58.com/zufang/32444431505974x.shtml
整租 | 春江新城南区 3室1厅1卫,春江新城南区,3000,http://nj.58.com/zufang/32500631401036x.shtml
单间 | 河西万达对面 欧尚超市附近,思园,1000,http://nj.58.com/hezu/31672451618358x.shtml
单间 | 仙鹤门地铁站紫东创意园旁仙龙湾单间主次卧700-16,仙龙湾山庄,700,http://nj.58.com/hezu/32489021087302x.shtml
单间 | 桥北明发城市广场精装修合租公寓,明发城市广场,850,http://nj.58.com/hezu/32655410226225x.shtml
整租 | 莲花新城南苑 2室1厅1卫,莲花新城南苑,2800,http://nj.58.com/zufang/32622671575364x.shtml
单间 | 可短租 诚信大道地铁站 珑湾花园 可办大学生租房补贴,新城珑湾花园,1100,http://nj.58.com/hezu/32168789000649x.shtml
单间 | 大润发超市对面城南新村包物业包网随时看房无中介拎包入,江浦,800,http://nj.58.com/hezu/32636638140089x.shtml
整租 | 恒安嘉园 1室0厅1卫,恒安嘉园,1300,http://nj.58.com/zufang/31869806870218x.shtml
单间 | 新街口 中华门 地铁口 虹悦城 后面,长虹新寓,1000,http://nj.58.com/hezu/31040827676467x.shtml
单间 | 双龙大道旁名嘉佳园小区合租单间精装修个人出租,名嘉佳园,1200,http://nj.58.com/hezu/32378904056625x.shtml
单间 | 迈皋桥红太阳 万寿花苑3室1厅 次卧 朝南 中等装修,万寿,650,http://nj.58.com/hezu/30257663999696x.shtml
单间 | 中胜奥体直达小行地铁附近朝南豪华装修随时入住,时光澔韵,998,http://nj.58.com/hezu/32170465583277x.shtml
单间 | 雨花台铁心桥定坊和苑真实照片紧邻科技城可办居住证住房,定坊和苑,750,http://nj.58.com/hezu/32456136276782x.shtml
单间 | 鼓楼江东清江西苑 可短租,清江西苑,1299,http://nj.58.com/hezu/32655403848129x.shtml
单间 | 铁心桥地铁S3号线春江新城韩府坊紧邻大数据楚翘城软件,韩府坊,650,http://nj.58.com/hezu/32644957234504x.shtml
单间 | 天堂街小区 3室1厅1卫 男女不限,天堂街小区,1600,http://nj.58.com/hezu/32655402301498x.shtml
单间 | 瑞金北村(三区) 2室1厅1卫 男女不限,瑞金北村(三区),1200,http://nj.58.com/hezu/32437663631686x.shtml
整租 | 晨光公寓 1室1厅1卫,晨光公寓,1400,http://nj.58.com/zufang/32444927549486x.shtml
单间 | 可短租 江宁将军大道翠屏湾花园城 s1个人出租,翠屏湾花园城,1000,http://nj.58.com/hezu/32635417694017x.shtml
单间 | 万达广场旁天琪福苑小区合租单间精装修,天琪福苑,1000,http://nj.58.com/hezu/32378842300745x.shtml
单间 | 湖滨公寓小区合租单间精装胜太路胜太西路旁,湖滨公寓东区,1200,http://nj.58.com/hezu/32390414788527x.shtml
单间 | 盛景华庭北苑3室合租精装房价格合适家具家电齐全拎包入,江浦,850,http://nj.58.com/hezu/32537117112903x.shtml
单间 | 新街口 中华门 地铁口 军区房 价格优惠,雨花西路100号小区,1000,http://nj.58.com/hezu/31737037536316x.shtml
单间 | 新街口 集庆门地铁口 两分钟 河西万达附近,万和源居,1250,http://nj.58.com/hezu/30977039739336x.shtml
单间 | 个人出租金王府小区合租单间精装修河定桥,金王府小区,1200,http://nj.58.com/hezu/32379263936588x.shtml
单间 | 双龙大道 宏运大道地铁左邻右里 可办大学生补贴 居住,左邻右里,1100,http://nj.58.com/hezu/32168585704005x.shtml
单间 | 出租天印大道旁莱茵东郡小区合租单间精装修,莱茵东郡,1200,http://nj.58.com/hezu/32378883355342x.shtml
单间 | 地铁口精装单间450到1000元大小房间不等有厨房,莲花新城嘉园,650,http://nj.58.com/hezu/32281402843699x.shtml
单间 | 后宰门富贵山小区 3室1厅1卫 男女不限,富贵山小区,1000,http://nj.58.com/hezu/32555517107784x.shtml
整租 | 金陵天成 1室0厅1卫,金陵天成,1300,http://nj.58.com/zufang/32655397586611x.shtml
单间 | 天元西路旁文化名园合租单间精装修无月付,文化名园,1200,http://nj.58.com/hezu/32367812010179x.shtml
单间 | 西善花苑万福园 好房出租,西善花苑万福园,730,http://nj.58.com/hezu/32613174072132x.shtml
单间 | 个人房源 非中介 限女生,金沙雅苑,1200,http://nj.58.com/hezu/30554846480842x.shtml
整租 | 春江新城鸿觉坊 2室1厅1卫,春江新城鸿觉坊,2800,http://nj.58.com/zufang/32624394016942x.shtml
单间 | 浦口高新新城香溢紫郡 1室 次卧 朝北 精装修,新城香溢紫郡雅苑,600,http://nj.58.com/hezu/32611330443071x.shtml
整租 | 高尔夫国际花园 1室0厅1卫,高尔夫国际花园,1200,http://nj.58.com/zufang/32582142509749x.shtml
单间 | 个人出租 可短租 江宁岔路口碧水湾西园 胜太西路 南,碧水湾西园,1000,http://nj.58.com/hezu/32426230801835x.shtml
整租 | 华电社区华电三宿舍 2室1厅1卫,华电社区华电三宿舍,1500,http://nj.58.com/zufang/31995942700485x.shtml
单间 | 中铁青秀城 4室1厅2卫 男女不限,中铁青秀城,500,http://nj.58.com/hezu/32623830255803x.shtml
单间 | 栖霞迈皋桥中铁青秀城 3室1厅 次卧 朝南 精装修,中铁青秀城,680,http://nj.58.com/hezu/32655395316410x.shtml
单间 | 个人，油坊桥地铁，莲花北苑3家合住出租一间朝南精装次,莲花新城北苑,800,http://nj.58.com/hezu/32655397669581x.shtml
单间 | 竹山路旁武夷绿洲合租单间精装修个人房源,武夷绿洲观竹苑,1200,http://nj.58.com/hezu/32378788001598x.shtml
单间 | 中胜奥体直达小行地铁附近朝南豪华装修随时入住,时光澔韵,998,http://nj.58.com/hezu/32170465583277x.shtml
单间 | 雨花台铁心桥定坊和苑真实照片紧邻科技城可办居住证住房,定坊和苑,750,http://nj.58.com/hezu/32456136276782x.shtml
单间 | 鼓楼江东清江西苑 可短租,清江西苑,1299,http://nj.58.com/hezu/32655403848129x.shtml
单间 | 铁心桥地铁S3号线春江新城韩府坊紧邻大数据楚翘城软件,韩府坊,650,http://nj.58.com/hezu/32644957234504x.shtml
